"","X","line","movie"
"479",479,"","Bohemian Rhapsody"
"480",480,"Indeed, the make “ORION” is clearly visible...","Bohemian Rhapsody"
"481",481,"","Bohemian Rhapsody"
"482",482,"                         OLDER BRIAN","Bohemian Rhapsody"
"483",483,"           You’re interested in...(space)?","Bohemian Rhapsody"
"484",484,"","Bohemian Rhapsody"
"485",485,"                         BLOGGER","Bohemian Rhapsody"
"486",486,"           My Dad, big Night-Sky nut. To prepare","Bohemian Rhapsody"
"487",487,"           for this I actually tried to read your","Bohemian Rhapsody"
"488",488,"           paper on--Jesus--”The Motion Of Zodiac","Bohemian Rhapsody"
"489",489,"           - “","Bohemian Rhapsody"
"490",490,"","Bohemian Rhapsody"
"491",491,"                         OLDER BRIAN","Bohemian Rhapsody"
"492",492,"           Zodiacal Dust Particles.","Bohemian Rhapsody"
"493",493,"","Bohemian Rhapsody"
"494",494,"","Bohemian Rhapsody"
"495",495,"","Bohemian Rhapsody"
"496",496,"                                                 (CONTINUED)","Bohemian Rhapsody"
"497",497,"                                                         9.","Bohemian Rhapsody"
"498",498,"CONTINUED: (3)","Bohemian Rhapsody"
"499",499,"","Bohemian Rhapsody"
"500",500,"                         BLOGGER","Bohemian Rhapsody"
"501",501,"           - but you kinda lost me when you got","Bohemian Rhapsody"
"502",502,"           into the high luminosity of Faber-","Bohemian Rhapsody"
"503",503,"           Perrier inter-whatevers.","Bohemian Rhapsody"
"504",504,"","Bohemian Rhapsody"
"505",505,"                         OLDER BRIAN","Bohemian Rhapsody"
"506",506,"           Fabry-Perot interferomters.","Bohemian Rhapsody"
"507",507,"","Bohemian Rhapsody"
"508",508,"                         BLOGGER","Bohemian Rhapsody"
"509",509,"           That’s the one. Anyway...","Bohemian Rhapsody"
"510",510,"","Bohemian Rhapsody"
"511",511,"The BLOGGER smiles, until BRIAN capitulates -","Bohemian Rhapsody"
"512",512,"","Bohemian Rhapsody"
"513",513,"                         OLDER BRIAN","Bohemian Rhapsody"
"514",514,"           How long will it take - ?","Bohemian Rhapsody"
"515",515,"","Bohemian Rhapsody"
"516",516,"                         BLOGGER","Bohemian Rhapsody"
"517",517,"           - Not long, not at all! See, as it’s","Bohemian Rhapsody"
"518",518,"           the 25th anniversary Of Freddie’s","Bohemian Rhapsody"
"519",519,"           passing there’s renewed interest,","Bohemian Rhapsody"
"520",520,"           especially with Queen playing again...","Bohemian Rhapsody"
"521",521,"","Bohemian Rhapsody"
"522",522,"The BLOGGER begins to set up his TAPE RECORDER...","Bohemian Rhapsody"
"523",523,"","Bohemian Rhapsody"
"524",524,"                         BLOGGER","Bohemian Rhapsody"
"525",525,"           ...to huge crowds still--and the","Bohemian Rhapsody"
"526",526,"           songs, they’ve endured!","Bohemian Rhapsody"
"527",527,"                (sings badly)","Bohemian Rhapsody"
"528",528,"           “Bismillah, we will not let you go,","Bohemian Rhapsody"
"529",529,"           let him go...Bismillah...we will","Bohemian Rhapsody"
"530",530,"           not let you go...”","Bohemian Rhapsody"
"531",531,"","Bohemian Rhapsody"
"532",532,"                         OLDER BRIAN","Bohemian Rhapsody"
"533",533,"           And the press said that song should be","Bohemian Rhapsody"
"534",534,"           “sunk to the bottom of the ocean.”","Bohemian Rhapsody"
"535",535,"           “The Sun”, newspaper--never forget a","Bohemian Rhapsody"
"536",536,"           bad review--nor did Freddie. Oh how","Bohemian Rhapsody"
"537",537,"           he hated the critics.","Bohemian Rhapsody"
"538",538,"","Bohemian Rhapsody"
"539",539,"                         BLOGGER","Bohemian Rhapsody"
"540",540,"           “Bismillah.” What is that, by the way?","Bohemian Rhapsody"
"541",541,"           There’s all these theories out there.","Bohemian Rhapsody"
"542",542,"           Did Freddie ever explain it?","Bohemian Rhapsody"
"543",543,"","Bohemian Rhapsody"
"544",544,"                         OLDER BRIAN","Bohemian Rhapsody"
"545",545,"           Bismillah?","Bohemian Rhapsody"
"546",546,"","Bohemian Rhapsody"
"547",547,"When BRIAN NODS...the BLOGGER smiles -","Bohemian Rhapsody"
"548",548,"","Bohemian Rhapsody"
"549",549,"                         BLOGGER","Bohemian Rhapsody"
"550",550,"           Tell me. You gotta tell me.","Bohemian Rhapsody"
"551",551,"","Bohemian Rhapsody"
"552",552,"","Bohemian Rhapsody"
"553",553,"","Bohemian Rhapsody"
"554",554,"","Bohemian Rhapsody"
"555",555,"                                                  (CONTINUED)","Bohemian Rhapsody"
"556",556,"                                                        10.","Bohemian Rhapsody"
"557",557,"CONTINUED: (4)","Bohemian Rhapsody"
"558",558,"","Bohemian Rhapsody"
"559",559,"But BRIAN smiles wistfully, shakes his head, and waves a","Bohemian Rhapsody"
"560",560,"finger -","Bohemian Rhapsody"
"561",561,"","Bohemian Rhapsody"
"562",562,"                         OLDER BRIAN","Bohemian Rhapsody"
"563",563,"           Freddie wanted mystery. He needed it,","Bohemian Rhapsody"
"564",564,"           you see. Ask me something else.","Bohemian Rhapsody"
"565",565,"","Bohemian Rhapsody"
"566",566,"                         BLOGGER","Bohemian Rhapsody"
"567",567,"           It’s just I did some research for this","Bohemian Rhapsody"
"568",568,"           interview and I googled the TV","Bohemian Rhapsody"
"569",569,"           interview you did at the time--wow, I","Bohemian Rhapsody"
"570",570,"           mean, horrible! And you clearly wanted","Bohemian Rhapsody"
"571",571,"           to tell people who Freddie Mercury","Bohemian Rhapsody"
"572",572,"           really was...","Bohemian Rhapsody"
"573",573,"","Bohemian Rhapsody"
"574",574,"                         OLDER BRIAN","Bohemian Rhapsody"
"575",575,"           And your question?","Bohemian Rhapsody"
"576",576,"","Bohemian Rhapsody"
"577",577,"                         BLOGGER","Bohemian Rhapsody"
"578",578,"           Just that, really. Who was Freddie","Bohemian Rhapsody"
"579",579,"           Mercury? Who was he? If we could","Bohemian Rhapsody"
"580",580,"           start there...","Bohemian Rhapsody"
"581",581,"           Coz, I read a bunch of stuff about","Bohemian Rhapsody"
"582",582,"           him but none of it really made","Bohemian Rhapsody"
"583",583,"           me any the wiser...","Bohemian Rhapsody"
"584",584,"","Bohemian Rhapsody"
"585",585,"The BLOGGER angles the TAPE-RECORDER MIC toward BRIAN...and","Bohemian Rhapsody"
"586",586,"BRIAN reluctantly sits...","Bohemian Rhapsody"
"587",587,"","Bohemian Rhapsody"
"588",588,"                         OLDER BRIAN","Bohemian Rhapsody"
"589",589,"           Freddie?...(Frowns) Hated to talk","Bohemian Rhapsody"
"590",590,"           about himself--well, truthfully","Bohemian Rhapsody"
"591",591,"           about himself.","Bohemian Rhapsody"
"592",592,"","Bohemian Rhapsody"
"593",593,"                         BLOGGER","Bohemian Rhapsody"
"594",594,"           Right! But you knew him.","Bohemian Rhapsody"
"595",595,"           So--how did you first meet?","Bohemian Rhapsody"
"596",596,"           Freddie Mercury? The Legend?","Bohemian Rhapsody"
"597",597,"","Bohemian Rhapsody"
"598",598,"                         OLDER BRIAN","Bohemian Rhapsody"
"599",599,"           Bulsara. Freddie--Bulsara.","Bohemian Rhapsody"
"600",600,"           I heard him--before I saw him...","Bohemian Rhapsody"
"601",601,"","Bohemian Rhapsody"
"602",602,"","Bohemian Rhapsody"
"603",603,"INT. HALLS/ EALING ART SCHOOL - DAY","Bohemian Rhapsody"
"604",604,"","Bohemian Rhapsody"
"605",605,"                         OLDER BRIAN (V.O.)","Bohemian Rhapsody"
"606",606,"           ....Me and my bandmate Roger used to","Bohemian Rhapsody"
"607",607,"           hang out at Ealing Art School.","Bohemian Rhapsody"
"608",608,"           There were some pretty girls there.","Bohemian Rhapsody"
"609",609,"","Bohemian Rhapsody"
"610",610,"","Bohemian Rhapsody"
"611",611,"","Bohemian Rhapsody"
"612",612,"","Bohemian Rhapsody"
"613",613,"                                                  (CONTINUED)","Bohemian Rhapsody"
"614",614,"                                                          11.","Bohemian Rhapsody"
"615",615,"CONTINUED:","Bohemian Rhapsody"
"616",616,"","Bohemian Rhapsody"
"617",617,"The YOUNG BRIAN (23) and ROGER (21) walk down the halls,","Bohemian Rhapsody"
"618",618,"which are filled with ARTISTS plying their craft,","Bohemian Rhapsody"
"619",619,"sculpture, fashion, design. ROGER has two DRUM STICKS and","Bohemian Rhapsody"
"620",620,"drums them on whatever he passes, including the odd CUTE","Bohemian Rhapsody"
"621",621,"GIRL!","Bohemian Rhapsody"
"622",622,"","Bohemian Rhapsody"
"623",623,"                           OLDER BRIAN (V.O.)","Bohemian Rhapsody"
"624",624,"             Our band was good. But we were having","Bohemian Rhapsody"
"625",625,"             problems connecting with audiences -","Bohemian Rhapsody"
"626",626,"","Bohemian Rhapsody"
"627",627,"","Bohemian Rhapsody"
"628",628,"INT. “SMILE” GIG - NIGHT","Bohemian Rhapsody"
"629",629,"","Bohemian Rhapsody"
"630",630,"SMILE perform - onstage, “Doin’ All Right”.","Bohemian Rhapsody"
"631",631,"","Bohemian Rhapsody"
"632",632,"BRIAN, ROGER, and BASSIST/SINGER TIM STAFFELS, in T-shirts","Bohemian Rhapsody"
"633",633,"and jeans, are entirely focused on playing their","Bohemian Rhapsody"
"634",634,"instruments - no stage presence whatsoever.","Bohemian Rhapsody"
"635",635,"","Bohemian Rhapsody"
"636",636,"The small AUDIENCE - of about 20 people - is appreciative.","Bohemian Rhapsody"
"637",637,"","Bohemian Rhapsody"
"638",638,"","Bohemian Rhapsody"
"639",639,"INT. HALLS/ EALING ART SCHOOL - DAY","Bohemian Rhapsody"
"640",640,"","Bohemian Rhapsody"
"641",641,"BRIAN and ROGER continue their walk through the art school.","Bohemian Rhapsody"
"642",642,"","Bohemian Rhapsody"
"643",643,"                           OLDER BRIAN (V.O.)","Bohemian Rhapsody"
"644",644,"             We were even thinking of breaking up","Bohemian Rhapsody"
"645",645,"             and going back to our studies...","Bohemian Rhapsody"
"646",646,"","Bohemian Rhapsody"
"647",647,"","Bohemian Rhapsody"
"648",648,"INT. LAB/ SCHOOL OF DENTISTRY - DAY","Bohemian Rhapsody"
"649",649,"","Bohemian Rhapsody"
"650",650,"ROGER, before a human cadaver, holds a circular saw and","Bohemian Rhapsody"
"651",651,"looks at the dotted line demarking the crown which he is","Bohemian Rhapsody"
"652",652,"meant to cut open. He starts up his circular saw -","Bohemian Rhapsody"
"653",653,"","Bohemian Rhapsody"
"654",654,"                           OLDER BRIAN (V.O.)","Bohemian Rhapsody"
"655",655,"             Roger was studying dentistry at","Bohemian Rhapsody"
"656",656,"             the time...","Bohemian Rhapsody"
"657",657,"","Bohemian Rhapsody"
"658",658,"","Bohemian Rhapsody"
"659",659,"INT. BRIAN MAY’S RECORDING STUDIO (2016) - NIGHT","Bohemian Rhapsody"
"660",660,"","Bohemian Rhapsody"
"661",661,"                           OLDER BRIAN","Bohemian Rhapsody"
"662",662,"             I?--I was in love with...","Bohemian Rhapsody"
"663",663,"","Bohemian Rhapsody"
"664",664,"","Bohemian Rhapsody"
"665",665,"EXT. BACK GARDEN/ MAY HOUSE - NIGHT","Bohemian Rhapsody"
"666",666,"","Bohemian Rhapsody"
"667",667,"Shot of the stars -","Bohemian Rhapsody"
"668",668,"","Bohemian Rhapsody"
"669",669,"","Bohemian Rhapsody"
"670",670,"","Bohemian Rhapsody"
"671",671,"","Bohemian Rhapsody"
"672",672,"                                                    (CONTINUED)","Bohemian Rhapsody"
"673",673,"                                                         12.","Bohemian Rhapsody"
"674",674,"CONTINUED:","Bohemian Rhapsody"
"675",675,"","Bohemian Rhapsody"
"676",676,"                           OLDER BRIAN","Bohemian Rhapsody"
"677",677,"             ...the universe--but torn, torn","Bohemian Rhapsody"
"678",678,"             between stars -","Bohemian Rhapsody"
"679",679,"","Bohemian Rhapsody"
"680",680,"","Bohemian Rhapsody"
"681",681,"INT. “SMILE” GIG - NIGHT","Bohemian Rhapsody"
"682",682,"","Bohemian Rhapsody"
"683",683,"-   BRIAN on-stage, breaks into a GUITAR SOLO -","Bohemian Rhapsody"
"684",684,"","Bohemian Rhapsody"
"685",685,"                           OLDER BRIAN (V.O.)","Bohemian Rhapsody"
"686",686,"             - and stardom.","Bohemian Rhapsody"
"687",687,"","Bohemian Rhapsody"
"688",688,"","Bohemian Rhapsody"
"689",689,"INT. HALLS/ EALING ART SCHOOL - DAY","Bohemian Rhapsody"
"690",690,"","Bohemian Rhapsody"
"691",691,"ROGER and BRIAN continue their walk through ART","Bohemian Rhapsody"
"692",692,"SCHOOL...ROGER suddenly veering off down another corridor,","Bohemian Rhapsody"
"693",693,"toward the BATHROOM - BRIAN only belatedly works out where","Bohemian Rhapsody"
"694",694,"ROGER has gone by following the sound of DRUMMING.","Bohemian Rhapsody"
"695",695,"","Bohemian Rhapsody"
"696",696,"","Bohemian Rhapsody"
"697",697,"INT. BATHROOM/ EALING ART SCHOOL - DAY","Bohemian Rhapsody"
"698",698,"","Bohemian Rhapsody"
"699",699,"ROGER and BRIAN are now singing “TUTTI FRUTTI” (a jazzy,","Bohemian Rhapsody"
"700",700,"slowed-down version, harmonizing beautifully with each","Bohemian Rhapsody"
"701",701,"other) as ROGER, then BRIAN, go up to the urinal in the","Bohemian Rhapsody"
"702",702,"TILED BATHROOM with its real nice echo.","Bohemian Rhapsody"
"703",703,"","Bohemian Rhapsody"
"704",704,"ROGER, one handed, (one drum stick clenched in his teeth)","Bohemian Rhapsody"
"705",705,"still drums on the TILES as he sings (he has a very high","Bohemian Rhapsody"
"706",706,"sweet voice)","Bohemian Rhapsody"
"707",707,"","Bohemian Rhapsody"
"708",708,"                           ROGER/BRIAN","Bohemian Rhapsody"
"709",709,"             “I got a girl...named Sue...","Bohemian Rhapsody"
"710",710,"              she knows just what to doooo...","Bohemian Rhapsody"
"711",711,"              I got a girl...named Sue...","Bohemian Rhapsody"
"712",712,"              ...she knows just what to doooo...","Bohemian Rhapsody"
"713",713,"","Bohemian Rhapsody"
"714",714,"As they sing and harmonise beautifully -","Bohemian Rhapsody"
"715",715,"","Bohemian Rhapsody"
"716",716,"- a THIRD VOICE joins them, taking the 5th part harmony -","Bohemian Rhapsody"
"717",717,"","Bohemian Rhapsody"
"718",718,"ROGER and BRIAN look at each other, and turn...","Bohemian Rhapsody"
"719",719,"","Bohemian Rhapsody"
"720",720,"                           VOICE","Bohemian Rhapsody"
"721",721,"             “She rocked to the east...","Bohemian Rhapsody"
"722",722,"              She rocked to the west...","Bohemian Rhapsody"
"723",723,"              But she's the girrllll....","Bohemian Rhapsody"
"724",724,"              ...that I love the best...","Bohemian Rhapsody"
"725",725,"","Bohemian Rhapsody"
"726",726,"The singing - which is very good - is coming from one of","Bohemian Rhapsody"
"727",727,"the TOILET CUBICLES. They move toward it.","Bohemian Rhapsody"
"728",728,"","Bohemian Rhapsody"
"729",729,"","Bohemian Rhapsody"
"730",730,"","Bohemian Rhapsody"
"731",731,"                                                   (CONTINUED)","Bohemian Rhapsody"
"732",732,"                                                       13.","Bohemian Rhapsody"
"733",733,"CONTINUED:","Bohemian Rhapsody"
"734",734,"","Bohemian Rhapsody"
"735",735,"The VOICE in the TOILET CUBICLE continues to sing “TUTTI","Bohemian Rhapsody"
"736",736,"FRUTTI” very well...as ROGER and BRIAN get down on their","Bohemian Rhapsody"
"737",737,"knees and peek under the door and see FEET, pointing toward","Bohemian Rhapsody"
"738",738,"them. Before they can get up off the floor the DOOR opens","Bohemian Rhapsody"
"739",739,"and the STRANGER walks past them, right over them, moving","Bohemian Rhapsody"
"740",740,"to the WASH-BASINS.","Bohemian Rhapsody"
"741",741,"","Bohemian Rhapsody"
"742",742,"ROGER and BRIAN stand and look at the STRANGER from behind,","Bohemian Rhapsody"
"743",743,"who is now bent over the BASIN, washing his hands as he","Bohemian Rhapsody"
